StarID,HIP,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,PMRA,PMDec,RV,Mag,AbsMag,Spectrum,ColorIndex,X,Y,Z,VX,VY,VZ
117495,117862,223992,,,,,23.90622621,-31.00589511,490.196078431373,22.94,7.02,,8.91,0.458150837129496,G8III/IV,1.051,420.02746,-10.31371,-252.51287,9.928e-06,5.4285e-05,1.4298e-05
117496,117863,224014,9045,,7Rho Cas,,23.90639925,57.49939052,3571.42857142857,-4.54,-3.45,-43,4.51,-8.2542098432889,F8Iavar,1.190,1918.3831,-47.01867,3012.09189,2.4812e-05,-7.9234e-05,-6.9183e-05
117497,117864,223997,,,,,23.9064595,48.92916888,2173.91304347826,6.72,-6.88,,8.39,-3.29621084159213,A0,0.042,1427.81421,-34.97252,1638.9086,5.6379e-05,6.9459e-05,-4.7635e-05
117498,117865,,,,,,23.90666264,-31.30041278,43.8212094653812,458.90,-73.17,,9.93,6.72157820041098,K2,1.098,37.43207,-0.91486,-22.76622,-5.691e-06,9.7653e-05,-1.3281e-05
117499,117866,224004,,,,,23.90707031,02.46401319,362.31884057971,-0.12,-44.60,,7.71,-0.085454589673911,A2,-0.100,361.87672,-8.80581,15.57677,3.361e-06,-2.92e-07,-7.8263e-05
117500,117867,223998,,,,,23.90717153,48.63072418,662.251655629139,-1.32,-5.84,,7.91,-1.19511526353415,A0,0.015,437.55918,-10.63585,496.99707,1.3963e-05,-4.578e-06,-1.2391e-05
117501,117868,224015,,,,,23.90726187,54.53843288,259.067357512953,7.84,-0.87,,8.48,1.41293652335878,A0,0.062,150.25537,-3.64873,211.01162,1.128e-06,9.821e-06,-6.33e-07
117502,117869,224007,,,,,23.90803289,-32.47175946,81.7661488143908,62.44,-23.55,,8.90,4.33713228518143,F7V,0.530,68.96252,-1.66072,-43.89892,-4.414e-06,2.4863e-05,-7.875e-06
117503,117870,224016,,,,,23.90824716,29.63870532,61.1620795107034,0.54,-190.35,,8.51,4.57758878498153,G5,0.804,53.14436,-1.27681,30.24642,2.7906e-05,-5.1e-07,-4.9053e-05
117504,117871,223993,,,,,23.90916172,-62.86765359,540.540540540541,3.67,5.07,,9.03,0.36585864201507,M1III,1.728,246.4424,-5.86185,-481.05701,1.2048e-05,9.332e-06,6.058e-06
117505,117872,,,,,,23.90934282,27.86569456,462.962962962963,10.25,-30.05,,8.99,0.662268755754656,K2,1.356,409.16512,-9.71294,216.38915,3.2059e-05,2.2249e-05,-5.9621e-05
117506,117873,,,,,,23.90948993,14.59976995,161.030595813205,21.60,5.71,,9.12,3.0854580008829,F5,0.511,155.7872,-3.69214,40.59025,-7.23e-07,1.6883e-05,4.313e-06
117507,117874,224031,,,,,23.90957025,55.13015185,2000,-7.73,-4.66,,8.04,-3.46514997831991,K0,1.280,1143.10796,-27.06752,1640.9057,3.5284e-05,-7.5802e-05,-2.583e-05
117508,117875,224038,,,,,23.90966218,-02.97960816,119.904076738609,-13.45,-35.74,,8.40,3.00583025318869,F8,0.590,119.70849,-2.83168,-6.23267,-1.264e-06,-7.79e-06,-2.0746e-05
117509,117876,,,,,,23.90997296,-33.13551553,714.285714285714,2.81,-4.84,,9.43,0.160640178391191,G5,1.016,597.96248,-14.096,-390.44366,-8.929e-06,9.943e-06,-1.4033e-05
117510,117877,224032,,,,,23.910084,05.05672546,121.951219512195,118.46,-55.82,,8.24,2.80906926191858,F8,0.725,121.44292,-2.85928,10.74902,4.556e-06,6.9943e-05,-3.2871e-05
117511,117878,224010,,,,,23.91014232,-60.34929905,94.4287063267233,131.62,-20.33,,8.94,4.06447980053743,G3V,0.628,46.702,-1.09885,-82.06397,-6.668e-06,6.0424e-05,-4.603e-06
117512,117879,,,,,,23.91064185,-23.02401768,116.009280742459,3.91,12.08,,11.34,6.01753632912356,,0.832,106.73888,-2.49749,-45.37319,2.707e-06,2.136e-06,6.252e-06
117513,117880,224022,9046,,,,23.91065012,-40.30013654,27.8862242052426,367.44,30.51,-10,6.03,3.80305142613082,F8IV,0.572,21.26207,-0.49744,-18.03657,-3.969e-06,4.9778e-05,9.76e-06
117514,117881,224037,,,,,23.91073927,-01.94620275,335.570469798658,-6.22,-12.43,,7.58,-0.0489186796187244,K5,1.625,335.28533,-7.83651,-11.39634,-9.22e-07,-1.0099e-05,-2.0208e-05
117515,117882,224040,,,,,23.91082769,-23.03230983,84.1750841750842,-1.60,13.60,,9.24,4.61408220322587,F3/F5V,0.454,77.4439,-1.80827,-32.93351,2.155e-06,-7.03e-07,5.107e-06
117516,117883,,,,,,23.91111799,-37.62775373,87.8734622144112,248.75,-70.19,,9.79,5.07071131029526,G8,0.815,69.57641,-1.61928,-53.64928,-1.5784e-05,0.000106359,-2.368e-05
117517,117884,224055,,,,,23.91169996,61.83890266,10000000,-3.22,-1.99,,7.22,-7.78,B3Ia,0.630,4718261.72133,-109091.03434,8816241.00596,0,0,0
117518,117885,224045,,,,,23.91204788,-33.64287648,99.304865938431,-83.56,-96.44,,8.98,3.99514735276809,G0V,0.535,82.65006,-1.90342,-55.01635,-2.664e-05,-3.9623e-05,-3.865e-05
117519,117886,,,Gl 911,,,23.91286973,-21.77482015,24.7279920870425,-42.92,128.48,18,10.80,8.83405573459482,M0,1.431,22.95764,-0.52376,-9.17308,2.2685e-05,-5.663e-06,7.473e-06
117520,117887,224062,9047,,,,23.91295756,00.10934429,197.23865877712,-40.93,-14.63,-2,5.78,-0.694960203333319,M5IIb,1.466,197.18709,-4.49421,0.37641,-2.909e-06,-3.9079e-05,-1.3992e-05
117521,117888,224060,,,,,23.91321136,18.74679281,315.457413249211,27.79,-0.25,,6.92,-0.574703688911241,K3III,1.429,298.64469,-6.78673,101.38374,1.088e-06,4.2484e-05,-3.62e-07
117522,117889,224046,,,,,23.91322262,-38.09295844,278.551532033426,45.98,-15.37,,9.18,1.9554722428916,G8/K0III,1.043,219.1665,-4.97994,-171.84934,-1.139e-05,6.2363e-05,-1.6334e-05
117523,117890,224069,,,,,23.91336109,37.59441241,369.0036900369,-5.04,-0.06,,8.93,1.09484645437203,F,0.397,292.30454,-6.63119,225.1173,-1.39e-07,-9.014e-06,-8.5e-08
117524,117891,224064,,,,,23.91348983,-18.59168605,117.785630153121,-173.63,-146.85,,10.25,4.89453845121976,G8IV,0.822,111.61031,-2.52821,-37.55262,-2.8971e-05,-9.851e-05,-7.9474e-05
